Matrix,Class,Subclass,ID,Terminus,Domain,Definition,Sources
2_Loop,Identity,Historisch,L-254,Vicos corsi e ricorsi,PHI,"Der zyklische Verlauf der Geschichte — Göttliche, heroische und menschliche Zeitalter kehren immer wieder.","Giambattista Vico, Scienza Nuova (Principi di Scienza Nuova), 1725/1744"
2_Loop,Identity,Erkenntnis,L-255,Kants Vernunftantinomien,PHI,Die Antinomien als Selbstverschlingung der Vernunft — sie erzeugt unvermeidlich gegensätzliche Thesen.,"Immanuel Kant, Kritik der reinen Vernunft B454–489, 1787"
2_Loop,Identity,Dialektisch,L-256,Fichtes Wechselbestimmung,PHI,Ich und Nicht-Ich bestimmen sich wechselseitig — der fundamentale Loop der Wissenschaftslehre.,"Johann G. Fichte, Grundlage der gesamten Wissenschaftslehre §3, 1794"
2_Loop,Identity,Dialektisch,L-257,Hegels Dialektik als Loop,PHI,Die dialektische Bewegung als Schleife: Die Negation der Negation führt auf eine neue Ebene — nicht zurück.,"Georg W. F. Hegel, Wissenschaft der Logik I §96; Enzyklopädie §81, 1812/1817"
2_Loop,Identity,Dialektisch,L-258,Schellings Potenzkreislauf,PHI,"Der Kreislauf der drei Potenzen (A, A², A=A²) als Grundstruktur der Naturphilosophie.","Friedrich W. J. Schelling, Einleitung zu dem Entwurf eines Systems der Naturphilosophie, 1799; SW Bd. 3"
2_Loop,Identity,Metaphysisch,L-259,Schopenhauers Rad des Ixion,PHI,"Der Wille als ewige Kreisbewegung ohne Ziel — das Rad dreht sich, weil der Wille nie befriedigt ist.","Arthur Schopenhauer, Die Welt als Wille und Vorstellung II §28, 1844; SW Bd. 3"
2_Loop,Identity,Phänomenologisch,L-260,Kierkegaards Wiederholung,PHI,"Die Wiederholung als existenzielle Loop-Struktur — nicht Erinnerung (rückwärts), sondern Wiederholung (vorwärts).","Søren Kierkegaard, Gjentagelsen (Die Wiederholung), 1843; dt. Gütersloher Verlagshaus 1991"
2_Loop,Identity,Ontologisch,L-261,Nietzsche: Ewige Wiederkunft des Gleichen,PHI,Der schwerste Gedanke: diese Welt kehrt ewig wieder — der Loop als höchste Bejahung des Lebens.,"Friedrich Nietzsche, Die fröhliche Wissenschaft §341, 1882; Also sprach Zarathustra III, 1884; KSA 3/4"
2_Loop,Identity,Kategorisch,L-262,Peirces triadische Semiose,PHI,Die Semiose als unendlicher Loop — der Interpretant wird zum neuen Zeichen in einer nicht endenden Kette.,"Charles S. Peirce, Collected Papers 2.303; 5.484, Harvard UP 1931–1958"
2_Loop,Identity,Paradoxal,L-263,Bradleys infinite regress,PHI,Die Gefahr des unendlichen Regresses in der Relationstheorie — jede Relation braucht eine weitere Relation.,"F. H. Bradley, Appearance and Reality, Sonnenschein 1893, Kap. 2–3"
2_Loop,Identity,Phänomenologisch,L-264,Husserls Intentionalitätsschleife,PHI,Bewusstsein ist immer Bewusstsein von etwas — und dieses Etwas konstituiert das Bewusstsein mit.,"Edmund Husserl, Logische Untersuchungen V §13–14, 1901; Hua XIX"
2_Loop,Identity,Phänomenologisch,L-265,Heideggers hermeneutischer Zirkel,PHI,"Das Ganze verstehen aus dem Teil, den Teil aus dem Ganzen — kein Ausweg, sondern Grundstruktur des Verstehens.","Martin Heidegger, Sein und Zeit §32, 1927; GA Bd. 2"
2_Loop,Identity,Phänomenologisch,L-266,Sartres Wahl-Loop,PHI,"Die Freiheit als kondemnierter Loop — ich bin verurteilt, frei zu sein; jede Vermeidung ist selbst eine Wahl.","Jean-Paul Sartre, L'Être et le Néant IV,1, Gallimard 1943"
2_Loop,Identity,Phänomenologisch,L-267,Merleau-Pontys Leib-Welt-Schleife,PHI,"Der Leib formt die Welt, die Welt formt den Leib — die chiasmatische Schleife von Berührendem und Berührtem.","Maurice Merleau-Ponty, Le visible et l'invisible, Gallimard 1968; dt. Fink 1986"
2_Loop,Identity,Sprachlich,L-268,Derridas Iterabilität,PHI,Die Iterabilität des Zeichens — jede Wiederholung verändert: der Loop produziert immer leicht Anderes.,"Jacques Derrida, Signature événement contexte, in: Marges de la philosophie, Minuit 1972"
2_Loop,Identity,Historisch,L-269,Gadamers Wirkungsgeschichte,PHI,Die Wirkungsgeschichte als Loop — Text und Leser stehen in einem Rückkopplungsverhältnis über die Zeit.,"Hans-Georg Gadamer, Wahrheit und Methode II,2, Mohr Siebeck 1960"
2_Loop,Identity,Sprachlich,L-270,Wittgensteins Sprachspiel-Loop,PHI,Sprache konstituiert Praxis und Praxis konstituiert Sprache — die Lebensform als geschlossener Kreislauf.,"Ludwig Wittgenstein, Philosophische Untersuchungen §7, §19, §241, 1953"
2_Loop,Identity,Historisch,L-271,Foucaults Macht-Wissen-Loop,PHI,"Wissen erzeugt Macht, Macht erzeugt Wissen — die Schleife, die keine externe Wahrheitsposition zulässt.","Michel Foucault, Surveiller et punir, Gallimard 1975; dt. Überwachen und Strafen, Suhrkamp 1976"
2_Loop,Identity,Kategorisch,L-272,Luhmanns Autopoiesis,PHI,Das System reproduziert sich durch seine eigenen Operationen — operative Geschlossenheit als Loop-Identität.,"Niklas Luhmann, Soziale Systeme, Suhrkamp 1984, Kap. 2"
2_Loop,Identity,Sprachlich,L-273,Butlers Performativitäts-Loop,PHI,"Identität entsteht durch performative Wiederholung — der Loop der Norm, die sich durch Zitation reproduziert.","Judith Butler, Gender Trouble, Routledge 1990; dt. Das Unbehagen der Geschlechter, Suhrkamp 1991"
2_Loop,Identity,Ontologisch,L-274,Nagarjunas Madhyamā Pratipad,PHI,"Der mittlere Weg als Loop zwischen Sein und Nichtsein — weder Affirmation noch Negation, sondern relatives Entstehen.","Nagarjuna, MMK §15,7–8, ca. 150–200 n. Chr."
2_Loop,Identity,Ontologisch,L-275,Laozis Umkehrbewegung (fu),PHI,§40: Rückkehr ist die Bewegung des Tao — der Loop als Grundstruktur des kosmischen Geschehens.,"Laozi, Tao Te Ching §40, ca. 4. Jh. v. Chr.; trans. Wilhelm, Diederichs 1978"
2_Loop,Identity,Mystisch,L-276,Dōgens Praxis-Erleuchtungs-Loop,PHI,Übung und Erleuchtung sind nicht getrennt und nicht identisch — sie bilden einen Loop ohne Anfang und Ende.,"Dōgen, Bendōwa, 1231; Shōbōgenzō, trans. Tanahashi, North Point 1985"
2_Loop,Identity,Paradoxal,L-277,Zhuangzis Schmetterlings-Loop,PHI,"Bin ich ein Mensch, der träumt, ein Schmetterling zu sein, oder ein Schmetterling, der träumt, ein Mensch zu sein?","Zhuangzi, Kap. 2 (Qiwulun), ca. 3. Jh. v. Chr.; trans. Watson, Columbia UP 2003"
2_Loop,Identity,Dialektisch,L-278,Nishidas Selbstgewahrsein,PHI,"Das Bewusstsein, das sich selbst gewahrwird, ohne Objekt zu werden — die reflexive Schleife des reinen Erlebens.","Kitarō Nishida, Zen no kenkyū, 1911; trans. Abe/Ives, Yale UP 1990"
2_Loop,Identity,Mystisch,L-279,Ibn Arabis Atem des Erbarmers,PHI,Al-nafas al-raḥmānī — Gott atmet die Schöpfung aus und ein: der kosmische Loop als göttlicher Atemzug.,"Ibn Arabi, Fusūs al-Hikam, ca. 1229; in: Chittick, The Sufi Path of Knowledge, SUNY 1989"
2_Loop,Identity,Prozessual,L-280,Whiteheads Kreativitäts-Loop,PHI,"Die Kreativität als der Loop, durch den jede Actual Occasion zur Datenquelle der nächsten wird.","Alfred N. Whitehead, Process and Reality, Cambridge UP 1929, Part I Ch. II"
2_Loop,Identity,Kategorisch,L-281,Peirces Synechismus,PHI,Der Synechismus als kosmologischer Loop — Kontinuität verbindet alle Momente in einem Geflecht.,"Charles S. Peirce, The Architecture of Theories, The Monist 1(2), 1891; CP 6.7–34"
2_Loop,Identity,Dialektisch,L-282,Hegels Er-innerung,PHI,"Die Erinnerung als In-sich-Gehen — der Geist kehrt in sich zurück, um sich auf höherer Ebene neu zu entfalten.","Georg W. F. Hegel, Phänomenologie des Geistes, Schlusskapitel (Abs. Wissen), Bamberg 1807"
2_Loop,Baseline,Ontologisch,L-283,Heraklits Logos als Loop-Gesetz,PHI,Der Logos als gemeinsamer Grund aller Gegensatzbewegungen — die stabile Struktur im ewigen Fluss.,"Heraklit, Frag. B1, B2, ca. 500 v. Chr.; Diels/Kranz, Vorsokratiker Bd. 1"
2_Loop,Baseline,Erkenntnis,L-284,Platons Anamnesis,PHI,Die Wiedererinnerung als epistemischer Loop — Erkennen ist Wiedererkennen des bereits Gewussten.,"Platon, Menon 80e–86b; Phaidon 72e–76d, ca. 380 v. Chr."
2_Loop,Baseline,Ontologisch,L-285,Aristoteles' teleologischer Kreislauf,PHI,Die Natur strebt zum Telos — der teleologische Kreislauf als Baseline organischer Wirklichkeit.,"Aristoteles, Physik II,8, 198b29–199a8, ca. 330 v. Chr."
2_Loop,Baseline,Phänomenologisch,L-286,Augustinus' memoria,PHI,Die memoria als innerer Raum des Loop — Gott ist dem Menschen näher als er sich selbst.,"Augustinus, Confessiones X,6–27, 397–401 n. Chr."
2_Loop,Baseline,Metaphysisch,L-287,Thomas: via negativa et positiva,PHI,Der Doppelweg (via affirmationis / negationis / eminentiae) als hermeneutischer Loop der Gotteslehre.,"Thomas von Aquin, Summa Theologiae I, q.13 a.2–3, 1265–1274"
2_Loop,Baseline,Erkenntnis,L-288,Kants transzendentale Reflexion,PHI,"Die transzendentale Reflexion als Loop — das Vermögen, Erkenntnisakte auf ihre Bedingungen zurückzubeziehen.","Immanuel Kant, Kritik der reinen Vernunft B316–349 (Amphibolie), 1787"
2_Loop,Baseline,Dialektisch,L-289,Hegels Reflexionslogik,PHI,Die Wesenslogik als Reflexionsstruktur — das Sein geht in sich zurück und wird Erscheinung des Wesens.,"Georg W. F. Hegel, Wissenschaft der Logik II (Wesenslogik), Abschn. 1, 1813"
2_Loop,Baseline,Sprachlich,L-290,Schleiermachers hermeneutischer Zirkel,PHI,"Das Verhältnis von Teil und Ganzem im Textverstehen — kein Teil ohne Ganzes, kein Ganzes ohne Teile.","Friedrich Schleiermacher, Hermeneutik und Kritik §28, posthum 1838; ed. Frank, Suhrkamp 1977"
2_Loop,Baseline,Historisch,L-291,Diltheys hermeneutischer Kreislauf,PHI,Das Verstehen des Lebensausdrucks durch Rückgang auf das Leben — die Baseline der Geisteswissenschaften.,"Wilhelm Dilthey, Der Aufbau der geschichtlichen Welt in den Geisteswissenschaften, 1910; GS VII"
2_Loop,Baseline,Phänomenologisch,L-292,Bergsons Gedächtnisloop,PHI,Die Spirale von Erinnerung und Wahrnehmung — Gedächtnis kehrt stets zur Gegenwart zurück und bereichert sie.,"Henri Bergson, Matière et Mémoire, Alcan 1896; dt. Materie und Gedächtnis, Jena 1908"
2_Loop,Baseline,Phänomenologisch,L-293,Husserls innerer Zeitloop,PHI,"Urimpression, Retention und Protention bilden einen sich selbst konstituierenden Zeitfluss.","Edmund Husserl, Vorlesungen zur Phänomenologie des inneren Zeitbewusstseins §31–40, 1928; Hua X"
2_Loop,Baseline,Phänomenologisch,L-294,Heideggers Zeitlichkeit,PHI,"Die ekstatische Zeitlichkeit als Loop — Zukunft, Gewesenheit und Gegenwart verweisen aufeinander.","Martin Heidegger, Sein und Zeit §65, 1927; GA Bd. 2"
2_Loop,Baseline,Erkenntnis,L-295,Peirces Fallibilismus,PHI,Alle Erkenntnis ist vorläufig und dem Loop der Korrektur unterworfen — wissenschaftliche Inquiry als endloser Kreislauf.,"Charles S. Peirce, Collected Papers 5.569; 1.141, Harvard UP 1931–1958"
2_Loop,Baseline,Erkenntnis,L-296,Poppers kritischer Rationalismus,PHI,Theorie → Prüfung → Falsifikation → neue Theorie — der wissenschaftliche Loop als Baseline des Erkenntnisfortschritts.,"Karl Popper, Logik der Forschung, Springer Wien 1934; Objective Knowledge, Oxford UP 1972"
2_Loop,Baseline,Historisch,L-297,Kuhns Normalwissenschaft,PHI,Die Normalwissenschaft als epistemischer Baseline-Loop — Rätsel lösen innerhalb des Paradigmas.,"Thomas S. Kuhn, The Structure of Scientific Revolutions, U of Chicago Press 1962, Kap. 4"
2_Loop,Baseline,Kategorisch,L-298,Maturanas Autopoiesis,PHI,"Die lebende Zelle als Baseline-Loop — sie erzeugt die Komponenten, aus denen sie selbst besteht.","Humberto Maturana / Francisco Varela, Autopoiesis and Cognition, Reidel 1980"
2_Loop,Baseline,Paradoxal,L-299,Batesons double bind,PHI,"Die Doppelbindung als paradoxer Loop — jede Reaktion ist falsch, weil die Metakommunikation die Kommunikation negiert.","Gregory Bateson et al., Toward a Theory of Schizophrenia, Behavioral Science 1(4), 1956; in: Steps, Chicago 1972"
2_Loop,Baseline,Kategorisch,L-300,Luhmanns Beobachtung zweiter Ordnung,PHI,Die Beobachtung von Beobachtungen als Loop — das System sieht sich beim Sehen zu.,"Niklas Luhmann, Soziale Systeme, Suhrkamp 1984, Kap. 2; Die Wissenschaft der Gesellschaft, 1990"
2_Loop,Baseline,Ontologisch,L-301,Nagarjunas Zwei-Wahrheiten als Loop,PHI,Konventionelle und absolute Wahrheit bedingen sich wechselseitig — kein Nirvāna ohne Samsāra.,"Nagarjuna, MMK §24,8–10, ca. 150–200 n. Chr."
2_Loop,Baseline,Ontologisch,L-302,Laozis Gegensatz-Loop,PHI,Sein und Nicht-Sein erzeugen einander — die wechselseitige Bedingtheit als Baseline des Tao.,"Laozi, Tao Te Ching §2, ca. 4. Jh. v. Chr.; trans. Henricks, Ballantine 1989"
2_Loop,Baseline,Kategorisch,L-303,Konfuzius' Selbstkultivierungs-Loop,PHI,"Kultivierung des Selbst als unabschließbarer Loop — Lernen, Reflektieren, Üben in permanenter Wiederholung.","Konfuzius, Analekten I,1; XV,29, ca. 500 v. Chr.; trans. Legge, Clarendon 1893"
2_Loop,Baseline,Historisch,L-304,Ibn Rushds Kommentar-Loop,PHI,"Die aristotelische Tradition als hermeneutischer Loop — Text, Kommentar und Praxis befruchten sich.","Ibn Rushd (Averroës), Tahāfut al-Tahāfut (Inkohärenz der Inkohärenz), ca. 1180; trans. van den Bergh, Luzac 1954"
2_Loop,Baseline,Mystisch,L-305,Dōgens Zazen-Loop,PHI,Zazen als Baseline-Loop — Üben und Erwachen sind nicht getrennt; das Sitzen selbst ist vollständige Buddhanatur.,"Dōgen, Fukanzazengi (Allgemeine Anleitung zum Sitzen), 1227; trans. Tanahashi, North Point 1985"
2_Loop,Baseline,Mystisch,L-306,Rūmīs Ney-Loop,PHI,Das Rohrflötengleichnis als Loop-Metapher — die Seele trennt sich von ihrer Quelle und sehnt sich nach Rückkehr.,"Jalāl ad-Dīn Rūmī, Masnawī I, Verse 1–18, 1258–1273; trans. Nicholson, Luzac 1925"
2_Loop,Baseline,Historisch,L-307,Vicos Ideal-Historik,PHI,"Die ewige ideale Geschichte als Loop-Struktur — was alle Nationen durchlaufen, bleibt invariant.","Giambattista Vico, Scienza Nuova §349, 1744"
2_Loop,Baseline,Dialektisch,L-308,Hegels Aufstieg-Abstieg-Loop,PHI,Der doppelte Weg der Wissenschaft der Logik: Aufstieg zum Abstrakten und Abstieg ins Konkrete als Loop.,"Georg W. F. Hegel, Enzyklopädie der philosophischen Wissenschaften §§79–82, 1817/1830"
2_Loop,Baseline,Dialektisch,L-309,Schellings Potenzierungsschema,PHI,"Die Potenzierung als Wiederholung auf höherer Ebene — A, A² und A³ als Spiralloop der Natur.","Friedrich W. J. Schelling, Erster Entwurf eines Systems der Naturphilosophie §§63–80, 1799; SW Bd. 3"
2_Loop,Baseline,Historisch,L-310,Diltheys Erlebnis-Ausdruck-Verstehen,PHI,"Das Dreieck von Erlebnis, Ausdruck und Verstehen als Loop der Geisteswissenschaften.","Wilhelm Dilthey, Gesammelte Schriften Bd. VII (Der Aufbau), Teubner 1910"
2_Loop,Baseline,Logisch,L-311,Freges Begriffsschrift-Loop,PHI,Die vollständige logische Ableitung als geschlossener Beweis — Axiome und Regeln bilden einen formalen Loop.,"Gottlob Frege, Begriffsschrift, Nebert 1879"
2_Loop,Baseline,Logisch,L-312,Russells Typentheorie als Loop-Auflösung,PHI,Die Typentheorie verhindert den Russell-Loop — keine Menge kann sich selbst enthalten.,"Bertrand Russell / Alfred N. Whitehead, Principia Mathematica Bd. I, Cambridge UP 1910, Einleitung"
2_Loop,Baseline,Sprachlich,L-313,Wittgensteins Sprachkritik-Loop,PHI,"Die philosophische Therapie als Loop — man gibt der Fliege den Ausweg aus der Flasche, in die Sprache sie geführt hat.","Ludwig Wittgenstein, Philosophische Untersuchungen §309, 1953"
2_Loop,Baseline,Erkenntnis,L-314,Searles Intentionalitäts-Baseline,PHI,Intentionale Zustände haben Bedingungen der Erfüllung — und diese Erfüllung setzt neue Intentionen in Gang.,"John Searle, Intentionality, Cambridge UP 1983, Kap. 1–2"
2_Loop,Emergence,Prozessual,L-315,Heraklits Feuer-Emergenz,PHI,Das Feuer als kosmischer Loop-Ursprung — alles wird Feuer und aus Feuer alles; die Emergence aus dem Prozess selbst.,"Heraklit, Frag. B30, B90, ca. 500 v. Chr.; Diels/Kranz, Vorsokratiker Bd. 1"
2_Loop,Emergence,Metaphysisch,L-316,Platons Palingenesis,PHI,Die Wiedergeburt der Seelen als Emergence-Loop — das bessere Leben emergiert aus der Wahl vor der nächsten Inkarnation.,"Platon, Phaidon 107e; Politeia X 617e–621b, ca. 380–370 v. Chr."
2_Loop,Emergence,Phänomenologisch,L-317,Aristoteles' Katharsis,PHI,"Die tragische Katharsis als Emergence — Angst und Mitleid durchlaufen einen Loop, der in Reinigung resultiert.","Aristoteles, Poetik 1449b24–28, ca. 330 v. Chr."
2_Loop,Emergence,Mystisch,L-318,Plotins Rückkehr zur Quelle,PHI,Die Epistrophē als Emergence-Loop — die Seele kehrt zum Einen zurück und emergiert als höheres Selbst.,"Plotin, Enneaden I,6,9 (Über das Schöne), ca. 255 n. Chr."
2_Loop,Emergence,Phänomenologisch,L-319,Augustinus' Bekehrungs-Loop,PHI,"Die Bekehrung als Loop aus Unruhe, Suche und Rückkehr — ein Herz, das sich selbst findet, indem es Gott findet.","Augustinus, Confessiones VIII–IX, 397–401 n. Chr."
2_Loop,Emergence,Erkenntnis,L-320,Kants regulativer Loop,PHI,"Die regulative Idee als Emergence-Impuls — sie lenkt die Forschung, ohne selbst konstitutiv zu sein.","Immanuel Kant, Kritik der reinen Vernunft B672–696, 1787"
2_Loop,Emergence,Dialektisch,L-321,Hegels absoluter Geist,PHI,"Der Geist, der zu sich selbst kommt — die Emergence des absoluten Selbstbewusstseins am Ende des dialektischen Loops.","Georg W. F. Hegel, Phänomenologie des Geistes, Schlusskapitel, Bamberg 1807"
2_Loop,Emergence,Historisch,L-322,Marxens dialektischer Materialismus,PHI,Der historische Loop aus Produktionsverhältnissen und Produktivkräften — Gesellschaft emergiert aus ihren Widersprüchen.,"Karl Marx / Friedrich Engels, Deutsche Ideologie, 1845–46; MEW Bd. 3"
2_Loop,Emergence,Phänomenologisch,L-323,Kierkegaards existenzieller Sprung,PHI,Der qualitative Sprung als Loop-Emergence — von der ästhetischen zur ethischen zur religiösen Existenz.,"Søren Kierkegaard, Enten-Eller (Entweder-Oder), 1843; dt. Gütersloher Verlagshaus 2005"
2_Loop,Emergence,Prozessual,L-324,Bergsons Schöpferische Evolution,PHI,Der élan vital als Emergence aus dem Lebens-Loop — das Leben überwindet immer wieder die Materie durch Kreativität.,"Henri Bergson, L'Évolution créatrice, Alcan 1907; dt. Schöpferische Evolution, Jena 1912"
2_Loop,Emergence,Phänomenologisch,L-325,Husserls Konstitutions-Loop,PHI,Die Konstitution von Objektivität aus subjektiven Akten — Gegenstand emergiert aus dem Loop von Intention und Erfüllung.,"Edmund Husserl, Logische Untersuchungen VI §§45–52, 1901; Hua XIX/2"
2_Loop,Emergence,Phänomenologisch,L-326,Heideggers Augenblick,PHI,Der Augenblick (Kairos) als Emergence-Punkt im Loop der Zeitlichkeit — Zukunft und Vergangenheit kreuzen sich.,"Martin Heidegger, Sein und Zeit §65, 1927; GA Bd. 2"
2_Loop,Emergence,Phänomenologisch,L-327,Sartres Projekt-Emergence,PHI,Das fundamentale Projekt als Emergence aus der Wahl — das Selbst emergiert aus dem Loop von Freiheit und Situation.,"Jean-Paul Sartre, Critique de la raison dialectique Bd. I, Gallimard 1960"
2_Loop,Emergence,Phänomenologisch,L-328,Merleau-Pontys Bewegungs-Emergence,PHI,Bedeutung emergiert aus Bewegung — der Loop von Leib und Welt erzeugt Sinn ohne geistige Zuthat.,"Maurice Merleau-Ponty, Phénoménologie de la perception, Gallimard 1945, Teil III"
2_Loop,Emergence,Historisch,L-329,Arendts Handlungs-Emergence,PHI,Das politische Handeln als Emergence im öffentlichen Raum — Freiheit emergiert nur im Zwischen der Handelnden.,"Hannah Arendt, The Human Condition, U of Chicago Press 1958; dt. Vita activa, Kohlhammer 1960"
2_Loop,Emergence,Kategorisch,L-330,Habermas' Rationalitäts-Emergence,PHI,"Die kommunikative Vernunft emergiert im Loop des Diskurses — nicht gegeben, sondern erzeugt durch Argumentation.","Jürgen Habermas, Theorie des kommunikativen Handelns Bd. II, Suhrkamp 1981"
2_Loop,Emergence,Historisch,L-331,Foucaults Genealogie-Loop,PHI,"Das Subjekt emergiert aus dem Loop von Diskurs und Macht — es ist nicht Ursprung, sondern Effekt.","Michel Foucault, Surveiller et punir, Gallimard 1975; dt. Suhrkamp 1976"
2_Loop,Emergence,Sprachlich,L-332,Derridas Dekonstruktions-Loop,PHI,Die Dekonstruktion als Emergence neuer Lektüren aus dem Loop von Text und Lektüre.,"Jacques Derrida, De la grammatologie, Minuit 1967; dt. Grammatologie, Suhrkamp 1974"
2_Loop,Emergence,Prozessual,L-333,Deleuzes Wiederholungs-Emergenz,PHI,"Aus der Wiederholung emergiert Differenz — der Loop erzeugt immer Neues, nie dasselbe.","Gilles Deleuze, Différence et répétition, PUF 1968; dt. Differenz und Wiederholung, Fink 1992"
2_Loop,Emergence,Kategorisch,L-334,Luhmanns Systemdifferenzierung,PHI,Gesellschaftliche Teilsysteme emergieren aus dem Loop autopoietischer Reproduktion.,"Niklas Luhmann, Die Gesellschaft der Gesellschaft, Suhrkamp 1997, Kap. 4"
2_Loop,Emergence,Sprachlich,L-335,Butlers Performativitäts-Emergence,PHI,"Geschlecht emergiert nicht aus Natur, sondern aus dem Loop performativer Wiederholung.","Judith Butler, Gender Trouble, Routledge 1990; dt. Das Unbehagen der Geschlechter, Suhrkamp 1991"
2_Loop,Emergence,Prozessual,L-336,Peirces evolutionary cosmology,PHI,Der Kosmos emergiert als Loop — aus dem Zufall entsteht durch Gewohnheitsbildung das Gesetz.,"Charles S. Peirce, The Architecture of Theories, The Monist 1(2), 1891; CP 6.7–34"
2_Loop,Emergence,Ontologisch,L-337,Nagarjunas Praxis-Wahrheits-Loop,PHI,"Aus dem Loop von Praxis und Einsicht emergiert Befreiung — Nirvāna ist kein Zustand, sondern ein Vollzug.","Nagarjuna, Vigrahavyāvartanī, ca. 150–200 n. Chr.; trans. Westerhoff, Oxford UP 2010"
2_Loop,Emergence,Mystisch,L-338,Dōgens Erleuchtungs-Emergence,PHI,"Die Erleuchtung emergiert im und durch den Loop der Praxis — sie ist nicht Ziel, sondern Inhalt des Weges.","Dōgen, Shōbōgenzō: Zazenshin, 1242; trans. Tanahashi, North Point 1985"
2_Loop,Emergence,Ontologisch,L-339,Laozis Rückkehr-Emergence (fu),PHI,Im Rückkehren liegt die Bewegung des Tao — die Emergence des Neuen aus dem Loop der Umkehr.,"Laozi, Tao Te Ching §16, §40, ca. 4. Jh. v. Chr.; trans. Wilhelm, Diederichs 1978"
2_Loop,Emergence,Paradoxal,L-340,Zhuangzis Butterfly-Emergence,PHI,"Aus dem Schmetterlings-Loop emergiert eine neue Identitätsfrage — das Ich ist nicht fest, sondern Übergang.","Zhuangzi, Kap. 2 (Qiwulun), ca. 3. Jh. v. Chr.; trans. Watson, Columbia UP 2003"
2_Loop,Emergence,Mystisch,L-341,Rūmīs Trennungs-Einheits-Loop,PHI,Aus dem Schmerz der Trennung emergiert tiefere Einheit — der Ney-Loop als Weg von Schmerz zu Erkenntnis.,"Jalāl ad-Dīn Rūmī, Masnawī I, 1–18, 1258–1273; trans. Nicholson, Luzac 1925"
2_Loop,Emergence,Mystisch,L-342,Ibn Arabis Schöpfungs-Loop,PHI,"Die Schöpfung als ewige Emergence — Gott atmet die Welt aus, um sich selbst zu erkennen.","Ibn Arabi, Fusūs al-Hikam, ca. 1229; trans. Austin, Paulist Press 1980"
2_Loop,Emergence,Dialektisch,L-343,Hegels List der Vernunft,PHI,Die List der Vernunft als Emergenzprinzip — das Allgemeine emergiert aus dem Loop individueller Ziele.,"Georg W. F. Hegel, Enzyklopädie §209; Vorlesungen über die Philosophie der Geschichte, 1837"
2_Loop,Emergence,Prozessual,L-344,Kants Teleologie der Natur,PHI,Die Natur als ob sie zweckmäßig wäre — aus dem Loop von Ursache und Wirkung emergiert scheinbare Zweckhaftigkeit.,"Immanuel Kant, Kritik der Urteilskraft §§65–68, 1790"
